ticker,sector,industry,next_earnings,marketCap,shortName,longName,exchange1,exchange2
FOUR,Technology,Software - Infrastructure,2025-08-06,8205306880,"Shift4 Payments, Inc.","Shift4 Payments, Inc.",NYSE,Delayed Quote
SLGN,Consumer Cyclical,Packaging & Containers,2025-07-29,5893174784,Silgan Holdings Inc.,Silgan Holdings Inc.,NYSE,Delayed Quote
SPG,Real Estate,REIT - Retail,2025-08-04,61560397824,"Simon Property Group, Inc.","Simon Property Group, Inc.",NYSE,Delayed Quote
SSD,Basic Materials,Lumber & Wood Production,2025-07-21,6558919680,"Simpson Manufacturing Company, ","Simpson Manufacturing Co., Inc.",NYSE,Delayed Quote
SIRI,Communication Services,Entertainment,2025-07-30,7566140416,SiriusXM Holdings Inc.,Sirius XM Holdings Inc.,NasdaqGS,Nasdaq Real Time Price
SITE,Industrials,Industrial Distribution,2025-07-29,5263323648,"SiteOne Landscape Supply, Inc.","SiteOne Landscape Supply, Inc.",NYSE,Nasdaq Real Time Price
SKX,Consumer Cyclical,Footwear & Accessories,2025-07-23,9279874048,"Skechers U.S.A., Inc.","Skechers U.S.A., Inc.",NYSE,Delayed Quote
SWKS,Technology,Semiconductors,2025-07-28,10433965056,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc.",NasdaqGS,Nasdaq Real Time Price
SFD,Consumer Defensive,Packaged Foods,2025-07-15,9167394816,"Smithfield Foods, Inc.","Smithfield Foods, Inc.",NasdaqGS,Nasdaq Real Time Price
SJM,Consumer Defensive,Packaged Foods,2025-06-10,11968719872,The J.M. Smucker Company,The J. M. Smucker Company,NYSE,Nasdaq Real Time Price
SW,Consumer Cyclical,Packaging & Containers,2025-07-28,22921590784,Smurfit WestRock plc,Smurfit Westrock Plc,NYSE,Delayed Quote
SNA,Industrials,Tools & Accessories,2025-07-16,16856525824,Snap-On Incorporated,Snap-on Incorporated,NYSE,Delayed Quote
SNOW,Technology,Software - Application,2025-08-19,67502346240,Snowflake Inc.,Snowflake Inc.,NYSE,Nasdaq Real Time Price
SOFI,Financial Services,Credit Services,2025-07-28,14557591552,"SoFi Technologies, Inc.","SoFi Technologies, Inc.",NasdaqGS,Nasdaq Real Time Price
SOLV,Healthcare,Medical Instruments & Supplies,2025-08-04,12562472960,Solventum Corporation,Solventum Corporation,NYSE,Nasdaq Real Time Price
SGI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2025-08-04,13624771584,Somnigroup International Inc.,Somnigroup International Inc.,NYSE,Delayed Quote
SON,Consumer Cyclical,Packaging & Containers,2025-07-29,4496450560,Sonoco Products Company,Sonoco Products Company,NYSE,Delayed Quote
SHC,Healthcare,Diagnostics & Research,2025-08-04,3514125056,Sotera Health Company,Sotera Health Company,NasdaqGS,Nasdaq Real Time Price
SO,Utilities,Utilities - Regulated Electric,2025-07-30,97641857024,Southern Company (The),The Southern Company,NYSE,Delayed Quote
SCCO,Basic Materials,Copper,2025-07-17,74287841280,Southern Copper Corporation,Southern Copper Corporation,NYSE,Delayed Quote
LUV,Industrials,Airlines,2025-07-23,19210182656,Southwest Airlines Company,Southwest Airlines Co.,NYSE,Nasdaq Real Time Price
SPB,Consumer Defensive,Household & Personal Products,2025-08-06,1453911040,"Spectrum Brands Holdings, Inc.","Spectrum Brands Holdings, Inc.",NYSE,Nasdaq Real Time Price
SPR,Industrials,Aerospace & Defense,2025-08-04,4433485312,"Spirit Aerosystems Holdings, In","Spirit AeroSystems Holdings, Inc.",NYSE,Delayed Quote
SPOT,Communication Services,Internet Content & Information,2025-07-23,130553004032,Spotify Technology S.A.,Spotify Technology S.A.,NYSE,Nasdaq Real Time Price
SSNC,Technology,Software - Application,2025-07-23,19883423744,"SS&C Technologies Holdings, Inc","SS&C Technologies Holdings, Inc.",NasdaqGS,Nasdaq Real Time Price
STAG,Real Estate,REIT - Industrial,2025-07-28,6846962176,"Stag Industrial, Inc.","STAG Industrial, Inc.",NYSE,Delayed Quote
SARO,Industrials,Aerospace & Defense,2025-05-12,9706087424,"StandardAero, Inc.","StandardAero, Inc.",NYSE,Delayed Quote
SWK,Industrials,Tools & Accessories,2025-07-28,10293055488,"Stanley Black & Decker, Inc.","Stanley Black & Decker, Inc.",NYSE,Delayed Quote
SBUX,Consumer Cyclical,Restaurants,2025-07-28,95514427392,Starbucks Corporation,Starbucks Corporation,NasdaqGS,Nasdaq Real Time Price
STWD,Real Estate,REIT - Mortgage,2025-08-04,6941201408,"STARWOOD PROPERTY TRUST, INC. S","Starwood Property Trust, Inc.",NYSE,N/A
STT,Financial Services,Asset Management,2025-07-15,27674062848,State Street Corporation,State Street Corporation,NYSE,Nasdaq Real Time Price
STLD,Basic Materials,Steel,2025-07-15,18579017728,"Steel Dynamics, Inc.","Steel Dynamics, Inc.",NasdaqGS,Nasdaq Real Time Price
STE,Healthcare,Medical Devices,2025-08-04,24071446528,STERIS plc (Ireland),STERIS plc,NYSE,Nasdaq Real Time Price
SF,Financial Services,Capital Markets,2025-07-22,9752901632,Stifel Financial Corporation,Stifel Financial Corp.,NYSE,Nasdaq Real Time Price
SYK,Healthcare,Medical Devices,2025-07-28,146120785920,Stryker Corporation,Stryker Corporation,NYSE,N/A
SUI,Real Estate,REIT - Residential,2025-07-29,16274164736,"Sun Communities, Inc.","Sun Communities, Inc.",NYSE,Delayed Quote
SMCI,Technology,Computer Hardware,2025-08-04,24559060992,"Super Micro Computer, Inc.","Super Micro Computer, Inc.",NasdaqGS,Nasdaq Real Time Price
SYF,Financial Services,Credit Services,2025-07-15,22173270016,Synchrony Financial,Synchrony Financial,NYSE,Delayed Quote
SNPS,Technology,Software - Infrastructure,2025-08-19,70596698112,"Synopsys, Inc.","Synopsys, Inc.",NasdaqGS,Nasdaq Real Time Price
SNV,Financial Services,Banks - Regional,2025-07-15,6682354688,Synovus Financial Corp.,Synovus Financial Corp.,NYSE,N/A
SYY,Consumer Defensive,Food Distribution,2025-07-28,34936078336,Sysco Corporation,Sysco Corporation,NYSE,Nasdaq Real Time Price
TMUS,Communication Services,Telecom Services,2025-07-29,271713189888,"T-Mobile US, Inc.","T-Mobile US, Inc.",NasdaqGS,Nasdaq Real Time Price
TTWO,Communication Services,Electronic Gaming & Multimedia,2025-08-06,41220902912,"Take-Two Interactive Software, ","Take-Two Interactive Software, Inc.",NasdaqGS,Nasdaq Real Time Price
TPR,Consumer Cyclical,Luxury Goods,2025-08-13,16291204096,"Tapestry, Inc.","Tapestry, Inc.",NYSE,Delayed Quote
TRGP,Energy,Oil & Gas Midstream,2025-07-30,34381553664,"Targa Resources, Inc.",Targa Resources Corp.,NYSE,Nasdaq Real Time Price
TGT,Consumer Defensive,Discount Stores,2025-08-19,43105607680,Target Corporation,Target Corporation,NYSE,Nasdaq Real Time Price
SNX,Technology,Electronics & Computer Distribution,2025-06-23,10242607104,TD SYNNEX Corporation,TD SYNNEX Corporation,NYSE,Nasdaq Real Time Price
FTI,Energy,Oil & Gas Equipment & Services,2025-07-25,13067399168,TechnipFMC plc,TechnipFMC plc,NYSE,Delayed Quote
TDY,Technology,Scientific & Technical Instruments,2025-07-21,23312031744,Teledyne Technologies Incorpora,Teledyne Technologies Incorporated,NYSE,Delayed Quote
TFX,Healthcare,Medical Instruments & Supplies,2025-07-30,5414478336,Teleflex Incorporated,Teleflex Incorporated,NYSE,Delayed Quote
THC,Healthcare,Medical Care Facilities,2025-07-22,15443059712,Tenet Healthcare Corporation,Tenet Healthcare Corporation,NYSE,Delayed Quote
TDC,Technology,Software - Infrastructure,2025-08-04,2085035904,Teradata Corporation,Teradata Corporation,NYSE,Delayed Quote
TER,Technology,Semiconductor Equipment & Materials,2025-07-22,12990812160,"Teradyne, Inc.","Teradyne, Inc.",NasdaqGS,Nasdaq Real Time Price
TSLA,Consumer Cyclical,Auto Manufacturers,2025-07-21,1154488729600,"Tesla, Inc.","Tesla, Inc.",NasdaqGS,Nasdaq Real Time Price
TTEK,Industrials,Engineering & Construction,2025-07-29,9248955392,"Tetra Tech, Inc.","Tetra Tech, Inc.",NasdaqGS,Nasdaq Real Time Price
TXN,Technology,Semiconductors,2025-07-21,168058241024,Texas Instruments Incorporated,Texas Instruments Incorporated,NasdaqGS,Nasdaq Real Time Price
TPL,Energy,Oil & Gas E&P,2025-08-05,27546370048,Texas Pacific Land Corporation,Texas Pacific Land Corporation,NYSE,Delayed Quote
TXRH,Consumer Cyclical,Restaurants,2025-07-23,12988709888,"Texas Roadhouse, Inc.","Texas Roadhouse, Inc.",NasdaqGS,Nasdaq Real Time Price
TXT,Industrials,Aerospace & Defense,2025-07-16,13359886336,Textron Inc.,Textron Inc.,NYSE,Nasdaq Real Time Price
TMO,Healthcare,Diagnostics & Research,2025-07-22,152413208576,Thermo Fisher Scientific Inc,Thermo Fisher Scientific Inc.,NYSE,Delayed Quote
TFSL,Financial Services,Banks - Regional,2025-07-28,3721090048,TFS Financial Corporation,TFS Financial Corporation,NasdaqGS,Nasdaq Real Time Price
THO,Consumer Cyclical,Recreational Vehicles,2025-06-04,4346734080,"Thor Industries, Inc.","THOR Industries, Inc.",NYSE,N/A
TKR,Industrials,Tools & Accessories,2025-07-29,4876421120,Timken Company (The),The Timken Company,NYSE,Delayed Quote
TJX,Consumer Cyclical,Apparel Retail,2025-08-20,141872381952,"TJX Companies, Inc. (The)","The TJX Companies, Inc.",NYSE,Delayed Quote
TKO,Communication Services,Entertainment,2025-08-06,12813104128,"TKO Group Holdings, Inc.","TKO Group Holdings, Inc.",NYSE,Delayed Quote
TOST,Technology,Software - Infrastructure,2025-08-04,24436475904,"Toast, Inc.","Toast, Inc.",NYSE,Nasdaq Real Time Price
TOL,Consumer Cyclical,Residential Construction,2025-08-18,10329041920,"Toll Brothers, Inc.","Toll Brothers, Inc.",NYSE,Delayed Quote
BLD,Industrials,Engineering & Construction,2025-08-04,8076914688,TopBuild Corp.,TopBuild Corp.,NYSE,Delayed Quote
TTC,Industrials,Tools & Accessories,2025-06-05,7587325952,Toro Company (The),The Toro Company,NYSE,Nasdaq Real Time Price
TPG,Financial Services,Asset Management,2025-08-04,16905499648,TPG Inc.,TPG Inc.,NasdaqGS,Nasdaq Real Time Price
TSCO,Consumer Cyclical,Specialty Retail,2025-07-23,25964042240,Tractor Supply Company,Tractor Supply Company,NasdaqGS,Nasdaq Real Time Price
TTD,Communication Services,Advertising Agencies,2025-08-05,36798951424,"The Trade Desk, Inc.","The Trade Desk, Inc.",NasdaqGM,Nasdaq Real Time Price
TW,Financial Services,Capital Markets,2025-07-30,31326339072,Tradeweb Markets Inc.,Tradeweb Markets Inc.,NasdaqGS,Nasdaq Real Time Price
TT,Industrials,Building Products & Equipment,2025-07-28,96408453120,Trane Technologies plc,Trane Technologies plc,NYSE,Delayed Quote
TDG,Industrials,Aerospace & Defense,2025-08-04,82042159104,Transdigm Group Incorporated,TransDigm Group Incorporated,NYSE,Delayed Quote
TRU,Financial Services,Financial Data & Stock Exchanges,2025-07-23,16638128128,TransUnion,TransUnion,NYSE,Delayed Quote
TNL,Consumer Cyclical,Travel Services,2025-07-22,3234439680,Travel   Leisure Co.,Travel + Leisure Co.,NYSE,Delayed Quote
TRV,Financial Services,Insurance - Property & Casualty,2025-07-17,62172798976,"The Travelers Companies, Inc.","The Travelers Companies, Inc.",NYSE,Delayed Quote
TREX,Industrials,Building Products & Equipment,2025-08-04,6049746944,"Trex Company, Inc.","Trex Company, Inc.",NYSE,Nasdaq Real Time Price
TRMB,Technology,Scientific & Technical Instruments,2025-08-04,17097146368,Trimble Inc.,Trimble Inc.,NasdaqGS,Nasdaq Real Time Price
TRIP,Consumer Cyclical,Travel Services,2025-05-07,1719419520,"TripAdvisor, Inc.","Tripadvisor, Inc.",NasdaqGS,Nasdaq Real Time Price
TFC,Financial Services,Banks - Regional,2025-07-18,51857780736,Truist Financial Corporation,Truist Financial Corporation,NYSE,Delayed Quote
DJT,Communication Services,Internet Content & Information,2025-05-09,4595618816,Trump Media & Technology Group ,Trump Media & Technology Group Corp.,NasdaqGM,Nasdaq Real Time Price
TWLO,Technology,Software - Infrastructure,2025-07-30,17897973760,Twilio Inc.,Twilio Inc.,NYSE,Delayed Quote
TYL,Technology,Software - Application,2025-07-22,24652843008,"Tyler Technologies, Inc.","Tyler Technologies, Inc.",NYSE,Nasdaq Real Time Price
TSN,Consumer Defensive,Farm Products,2025-08-04,19991851008,"Tyson Foods, Inc.","Tyson Foods, Inc.",NYSE,Delayed Quote
UHAL,Industrials,Rental & Leasing Services,2025-08-05,10746886144,U-Haul Holding Company,U-Haul Holding Company,NYSE,Delayed Quote
USB,Financial Services,Banks - Regional,2025-07-17,68179386368,U.S. Bancorp,U.S. Bancorp,NYSE,Delayed Quote
X,Basic Materials,Steel,2025-07-30,12052283392,United States Steel Corporation,United States Steel Corporation,NYSE,Delayed Quote
UBER,Technology,Software - Application,2025-08-04,176285646848,"Uber Technologies, Inc.","Uber Technologies, Inc.",NYSE,Nasdaq Real Time Price
UI,Technology,Communication Equipment,2025-08-21,23966009344,Ubiquiti Inc.,Ubiquiti Inc.,NYSE,Nasdaq Real Time Price
UDR,Real Estate,REIT - Residential,2025-07-28,15577475072,"UDR, Inc.","UDR, Inc.",NYSE,Delayed Quote
UGI,Utilities,Utilities - Regulated Gas,2025-08-05,7698432000,UGI Corporation,UGI Corporation,NYSE,Delayed Quote
PATH,Technology,Software - Infrastructure,2025-05-29,6921178624,"UiPath, Inc.",UiPath Inc.,NYSE,Nasdaq Real Time Price
ULTA,Consumer Cyclical,Specialty Retail,2025-08-27,19042932736,"Ulta Beauty, Inc.","Ulta Beauty, Inc.",NasdaqGS,Nasdaq Real Time Price
RARE,Healthcare,Biotechnology,2025-07-30,3311806208,Ultragenyx Pharmaceutical Inc.,Ultragenyx Pharmaceutical Inc.,NasdaqGS,Nasdaq Real Time Price
UAA,Consumer Cyclical,Apparel Manufacturing,2025-08-06,2788477440,"Under Armour, Inc.","Under Armour, Inc.",NYSE,Delayed Quote
UA,Consumer Cyclical,Apparel Manufacturing,2025-08-06,2788475392,"Under Armour, Inc.","Under Armour, Inc.",NYSE,N/A
UNP,Industrials,Railroads,2025-07-23,132944371712,Union Pacific Corporation,Union Pacific Corporation,NYSE,Delayed Quote
UAL,Industrials,Airlines,2025-07-15,25661040640,"United Airlines Holdings, Inc.","United Airlines Holdings, Inc.",NasdaqGS,Nasdaq Real Time Price
UPS,Industrials,Integrated Freight & Logistics,2025-07-29,83070885888,"United Parcel Service, Inc.","United Parcel Service, Inc.",NYSE,Nasdaq Real Time Price
URI,Industrials,Rental & Leasing Services,2025-07-22,46472982528,"United Rentals, Inc.","United Rentals, Inc.",NYSE,Delayed Quote
UTHR,Healthcare,Drug Manufacturers - Specialty & Generic,2025-07-29,14450801664,United Therapeutics Corporation,United Therapeutics Corporation,NasdaqGS,Nasdaq Real Time Price
UWMC,Financial Services,Mortgage Finance,2025-08-04,9868610560,UWM Holdings Corporation,UWM Holdings Corporation,NYSE,Delayed Quote
UNH,Healthcare,Healthcare Plans,2025-07-14,270481932288,UnitedHealth Group Incorporated,UnitedHealth Group Incorporated,NYSE,Nasdaq Real Time Price
U,Technology,Software - Application,2025-08-06,9881070592,Unity Software Inc.,Unity Software Inc.,NYSE,Nasdaq Real Time Price
OLED,Technology,Electronic Components,2025-07-30,6912196096,Universal Display Corporation,Universal Display Corporation,NasdaqGS,Nasdaq Real Time Price
UHS,Healthcare,Medical Care Facilities,2025-07-22,12311339008,"Universal Health Services, Inc.","Universal Health Services, Inc.",NYSE,Nasdaq Real Time Price
UNM,Financial Services,Insurance - Life,2025-07-29,14308801536,Unum Group,Unum Group,NYSE,Delayed Quote
USFD,Consumer Defensive,Food Distribution,2025-08-06,18172542976,US Foods Holding Corp.,US Foods Holding Corp.,NYSE,Delayed Quote
MTN,Consumer Cyclical,Resorts & Casinos,2025-06-05,6066305024,"Vail Resorts, Inc.","Vail Resorts, Inc.",NYSE,Nasdaq Real Time Price
VLO,Energy,Oil & Gas Refining & Marketing,2025-07-23,40453689344,Valero Energy Corporation,Valero Energy Corporation,NYSE,Nasdaq Real Time Price
VMI,Industrials,Conglomerates,2025-07-22,6369129984,"Valmont Industries, Inc.","Valmont Industries, Inc.",NYSE,Nasdaq Real Time Price
VVV,Consumer Cyclical,Auto & Truck Dealerships,2025-08-05,4316723200,Valvoline Inc.,Valvoline Inc.,NYSE,Delayed Quote
VEEV,Healthcare,Health Information Services,2025-08-26,45470687232,Veeva Systems Inc.,Veeva Systems Inc.,NYSE,Delayed Quote
VTR,Real Estate,REIT - Healthcare Facilities,2025-07-30,28950765568,"Ventas, Inc.","Ventas, Inc.",NYSE,Nasdaq Real Time Price
VLTO,Industrials,Pollution & Treatment Controls,2025-07-23,25093445632,Veralto Corp,Veralto Corporation,NYSE,Delayed Quote
VRSN,Technology,Software - Infrastructure,2025-07-23,25229051904,"VeriSign, Inc.","VeriSign, Inc.",NasdaqGS,Nasdaq Real Time Price
VRSK,Industrials,Consulting Services,2025-07-29,43968339968,"Verisk Analytics, Inc.","Verisk Analytics, Inc.",NasdaqGS,Nasdaq Real Time Price
VZ,Communication Services,Telecom Services,2025-07-21,182690119680,Verizon Communications Inc.,Verizon Communications Inc.,NYSE,Delayed Quote
VRTX,Healthcare,Biotechnology,2025-07-30,114811363328,Vertex Pharmaceuticals Incorpor,Vertex Pharmaceuticals Incorporated,NasdaqGS,Nasdaq Real Time Price
VRT,Industrials,Electrical Equipment & Parts,2025-07-22,41338458112,"Vertiv Holdings, LLC",Vertiv Holdings Co,NYSE,Nasdaq Real Time Price
VSTS,Industrials,Rental & Leasing Services,2025-08-05,817054592,Vestis Corporation,Vestis Corporation,NYSE,Delayed Quote
VFC,Consumer Cyclical,Apparel Manufacturing,2025-08-04,5008210432,V.F. Corporation,V.F. Corporation,NYSE,Delayed Quote
VTRS,Healthcare,Drug Manufacturers - Specialty & Generic,2025-08-06,10363594752,Viatris Inc.,Viatris Inc.,NasdaqGS,Nasdaq Real Time Price
VICI,Real Estate,REIT - Diversified,2025-07-29,33466005504,VICI Properties Inc.,VICI Properties Inc.,NYSE,Delayed Quote
VKTX,Healthcare,Biotechnology,2025-07-22,3162649600,"Viking Therapeutics, Inc.","Viking Therapeutics, Inc.",NasdaqCM,Nasdaq Real Time Price
VNOM,Energy,Oil & Gas Midstream,2025-08-04,11561878528,"Viper Energy, Inc.","Viper Energy, Inc.",NasdaqGS,Nasdaq Real Time Price
VIRT,Financial Services,Capital Markets,2025-07-16,6261980672,"Virtu Financial, Inc.","Virtu Financial, Inc.",NasdaqGS,Nasdaq Real Time Price
V,Financial Services,Credit Services,2025-07-21,694238773248,Visa Inc.,Visa Inc.,NYSE,Delayed Quote
VST,Utilities,Utilities - Independent Power Producers,2025-08-06,54201499648,Vistra Corp.,Vistra Corp.,NYSE,Nasdaq Real Time Price
VNT,Technology,Scientific & Technical Instruments,2025-07-30,5337711104,Vontier Corporation,Vontier Corporation,NYSE,Delayed Quote
VNO,Real Estate,REIT - Office,2025-08-04,8068109824,Vornado Realty Trust,Vornado Realty Trust,NYSE,Delayed Quote
VOYA,Financial Services,Financial Conglomerates,2025-07-28,6402581504,"Voya Financial, Inc.","Voya Financial, Inc.",NYSE,Nasdaq Real Time Price
VMC,Basic Materials,Building Materials,2025-08-04,35048513536,Vulcan Materials Company (Holdi,Vulcan Materials Company,NYSE,Nasdaq Real Time Price
WPC,Real Estate,REIT - Diversified,2025-07-28,13815195648,W. P. Carey Inc. REIT,W. P. Carey Inc.,NYSE,Nasdaq Real Time Price
WRB,Financial Services,Insurance - Property & Casualty,2025-07-21,28057169920,W.R. Berkley Corporation,W. R. Berkley Corporation,NYSE,Delayed Quote
GWW,Industrials,Industrial Distribution,2025-07-31,52158078976,"W.W. Grainger, Inc.","W.W. Grainger, Inc.",NYSE,Delayed Quote
WAB,Industrials,Railroads,2025-07-22,34473332736,Westinghouse Air Brake Technolo,Westinghouse Air Brake Technologies Corporation,NYSE,Nasdaq Real Time Price
WBA,Healthcare,Pharmaceutical Retailers,2025-06-25,9715331072,"Walgreens Boots Alliance, Inc.","Walgreens Boots Alliance, Inc.",NasdaqGS,Nasdaq Real Time Price
WMT,Consumer Defensive,Discount Stores,2025-08-21,776886419456,Walmart Inc.,Walmart Inc.,NYSE,Nasdaq Real Time Price
DIS,Communication Services,Entertainment,2025-08-05,201383952384,Walt Disney Company (The),The Walt Disney Company,NYSE,Nasdaq Real Time Price
WBD,Communication Services,Entertainment,2025-08-05,24839663616,"Warner Bros. Discovery, Inc. - ","Warner Bros. Discovery, Inc.",NasdaqGS,Nasdaq Real Time Price
WM,Industrials,Waste Management,2025-07-22,95676522496,"Waste Management, Inc.","Waste Management, Inc.",NYSE,Delayed Quote
WAT,Healthcare,Diagnostics & Research,2025-07-29,21143582720,Waters Corporation,Waters Corporation,NYSE,Nasdaq Real Time Price
WSO,Industrials,Industrial Distribution,2025-07-28,18085505024,"Watsco, Inc.","Watsco, Inc.",NYSE,Delayed Quote
W,Consumer Cyclical,Internet Retail,2025-07-30,5489315328,Wayfair Inc.,Wayfair Inc.,NYSE,Delayed Quote
WFRD,Energy,Oil & Gas Equipment & Services,2025-07-21,3312185856,Weatherford International plc,Weatherford International plc,NasdaqGS,Nasdaq Real Time Price
WBS,Financial Services,Banks - Regional,2025-07-21,8764730368,Webster Financial Corporation,Webster Financial Corporation,NYSE,Delayed Quote
WEC,Utilities,Utilities - Regulated Electric,2025-07-29,33834588160,"WEC Energy Group, Inc.","WEC Energy Group, Inc.",NYSE,Nasdaq Real Time Price
WFC,Financial Services,Banks - Diversified,2025-07-15,242468962304,Wells Fargo & Company,Wells Fargo & Company,NYSE,N/A
WELL,Real Estate,REIT - Healthcare Facilities,2025-07-28,100100440064,Welltower Inc.,Welltower Inc.,NYSE,Delayed Quote
WEN,Consumer Cyclical,Restaurants,2025-07-30,2133397632,Wendy's Company (The),The Wendy's Company,NasdaqGS,Nasdaq Real Time Price
WCC,Industrials,Industrial Distribution,2025-07-30,8345920512,"WESCO International, Inc.","WESCO International, Inc.",NYSE,Nasdaq Real Time Price
WST,Healthcare,Medical Instruments & Supplies,2025-07-23,15120583680,"West Pharmaceutical Services, I","West Pharmaceutical Services, Inc.",NYSE,Delayed Quote
WAL,Financial Services,Banks - Regional,2025-07-16,8112486400,Western Alliance Bancorporation,Western Alliance Bancorporation,NYSE,Nasdaq Real Time Price
WDC,Technology,Computer Hardware,2025-07-29,18333540352,Western Digital Corporation,Western Digital Corporation,NasdaqGS,Nasdaq Real Time Price
WU,Financial Services,Credit Services,2025-07-28,3080492800,Western Union Company (The),The Western Union Company,NYSE,Delayed Quote
WLK,Basic Materials,Specialty Chemicals,2025-08-04,9172864000,Westlake Corporation,Westlake Corporation,NYSE,Nasdaq Real Time Price
WEX,Technology,Software - Infrastructure,2025-07-23,4604172800,WEX Inc.,WEX Inc.,NYSE,Nasdaq Real Time Price
WY,Real Estate,REIT - Specialty,2025-07-24,18886111232,Weyerhaeuser Company,Weyerhaeuser Company,NYSE,Delayed Quote
WHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2025-07-28,4372066304,Whirlpool Corporation,Whirlpool Corporation,NYSE,Delayed Quote
WTM,Financial Services,Insurance - Property & Casualty,2025-08-05,4597170688,White Mountains Insurance Group,"White Mountains Insurance Group, Ltd.",NYSE,N/A
WMB,Energy,Oil & Gas Midstream,2025-08-04,73590276096,"Williams Companies, Inc. (The)","The Williams Companies, Inc.",NYSE,Delayed Quote
WSM,Consumer Cyclical,Specialty Retail,2025-08-20,20318464000,"Williams-Sonoma, Inc.","Williams-Sonoma, Inc.",NYSE,Delayed Quote
WTW,Financial Services,Insurance Brokers,2025-07-23,31259949056,Willis Towers Watson Public Lim,Willis Towers Watson Public Limited Company,NasdaqGS,Nasdaq Real Time Price
WSC,Industrials,Rental & Leasing Services,2025-07-30,4977423360,WillScot Holdings Corporation,WillScot Holdings Corporation,NasdaqCM,Nasdaq Real Time Price
WING,Consumer Cyclical,Restaurants,2025-07-29,9502611456,Wingstop Inc.,Wingstop Inc.,NasdaqGS,Nasdaq Real Time Price
WTFC,Financial Services,Banks - Regional,2025-07-15,8028289536,Wintrust Financial Corporation,Wintrust Financial Corporation,NasdaqGS,Nasdaq Real Time Price
WOLF,Technology,Semiconductors,2025-08-19,208540192,"Wolfspeed, Inc.","Wolfspeed, Inc.",NYSE,Delayed Quote
WWD,Industrials,Aerospace & Defense,2025-07-28,12968903680,"Woodward, Inc.","Woodward, Inc.",NasdaqGS,Nasdaq Real Time Price
WDAY,Technology,Software - Application,2025-08-20,64452247552,"Workday, Inc.","Workday, Inc.",NasdaqGS,Nasdaq Real Time Price
WH,Consumer Cyclical,Lodging,2025-07-22,6454708736,"Wyndham Hotels & Resorts, Inc.","Wyndham Hotels & Resorts, Inc.",NYSE,Delayed Quote
WYNN,Consumer Cyclical,Resorts & Casinos,2025-08-04,9486184448,"Wynn Resorts, Limited","Wynn Resorts, Limited",NasdaqGS,Nasdaq Real Time Price
XEL,Utilities,Utilities - Regulated Electric,2025-07-30,40067588096,Xcel Energy Inc.,Xcel Energy Inc.,NasdaqGS,Nasdaq Real Time Price
XP,Financial Services,Capital Markets,2025-05-20,10143633408,XP Inc.,XP Inc.,NasdaqGS,Nasdaq Real Time Price
XPO,Industrials,Trucking,2025-07-30,13847034880,"XPO, Inc.","XPO, Inc.",NYSE,Delayed Quote
XYL,Industrials,Specialty Industrial Machinery,2025-07-28,30579488768,Xylem Inc.,Xylem Inc.,NYSE,Delayed Quote
YETI,Consumer Cyclical,Leisure,2025-08-06,2527529216,"YETI Holdings, Inc.","YETI Holdings, Inc.",NYSE,Delayed Quote
YUM,Consumer Cyclical,Restaurants,2025-08-04,40038076416,"Yum! Brands, Inc.","Yum! Brands, Inc.",NYSE,Delayed Quote
ZBRA,Technology,Communication Equipment,2025-08-05,14874628096,Zebra Technologies Corporation,Zebra Technologies Corporation,NasdaqGS,Nasdaq Real Time Price
ZG,Communication Services,Internet Content & Information,2025-08-05,15995299840,"Zillow Group, Inc.","Zillow Group, Inc.",NasdaqGS,Nasdaq Real Time Price
Z,Communication Services,Internet Content & Information,2025-08-05,15995275264,"Zillow Group, Inc.","Zillow Group, Inc.",NasdaqGS,Nasdaq Real Time Price
ZBH,Healthcare,Medical Devices,2025-08-05,18467131392,"Zimmer Biomet Holdings, Inc.","Zimmer Biomet Holdings, Inc.",NYSE,Delayed Quote
ZION,Financial Services,Banks - Regional,2025-07-21,7043564032,Zions Bancorporation N.A.,"Zions Bancorporation, National Association",NasdaqGS,Nasdaq Real Time Price
ZTS,Healthcare,Drug Manufacturers - Specialty & Generic,2025-08-04,74412064768,Zoetis Inc.,Zoetis Inc.,NYSE,Delayed Quote
ZM,Technology,Software - Application,2025-08-19,24185688064,"Zoom Communications, Inc.",Zoom Communications Inc.,NasdaqGS,Nasdaq Real Time Price
ZI,Technology,Software - Application,2025-08-04,3766036992,ZoomInfo Technologies Inc.,ZoomInfo Technologies Inc.,N/A,N/A
ZS,Technology,Software - Infrastructure,2025-05-29,38852993024,"Zscaler, Inc.","Zscaler, Inc.",NasdaqGS,Nasdaq Real Time Price
BRK-B,Financial Services,Insurance - Diversified,2025-08-01,1091622731776,Berkshire Hathaway Inc. New,Berkshire Hathaway Inc.,NYSE,Nasdaq Real Time Price
